Tue Mar 26 14:56:33 2024    program.prof

         2897415 function calls (2871004 primitive calls) in 375.989 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\ExifTags.py:351(IFD)
        8    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\util.py:14(__config_flags)
       87    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\base.py:3795(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:4103(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\geo.py:456(InvertedLambertTransform)
       61    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\_utils\_inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\construction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\patches.py:1693(Annulus)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3055(_hash_basis)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tokenize.py:299(detect_encoding)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:1525(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\fromnumeric.py:1025(argsort)
       12    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:5979(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\_numba\executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\test_valves_window.py:36(setup_trace_variables)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
       23    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\dataclasses.py:368(field)
       51    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\dates.py:208(__getattr__)
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\Image.py:147(Transform)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1213(winfo_reqwidth)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\expr.py:323(f)
      264    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\data_management.py:114(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\importlib\resources\abc.py:131(TraversableResources)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\backend_bases.py:763(GraphicsContextBase)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\nanops.py:1076(_nanminmax)
      334    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\enum.py:1250(name)
       67    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_api\deprecation.py:205(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\backend_tools.py:896(ToolHelpBase)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
       39    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_add_newdocs_scalars.py:83(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:1627(__invert__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\texmanager.py:56(TexManager)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\text.py:80(Text)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\arduino_control.py:12(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:4646(IndentedBlock)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\backend_tools.py:642(ZoomPanBase)
       15    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_api\deprecation.py:363(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:5765(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\results.py:450(<listcomp>)
       13    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\mixins.py:44(_numeric_methods)
        6    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:1275(winfo_screenwidth)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\testing.py:15(pyparsing_test)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\fromnumeric.py:40(_wrapit)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:3415(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\api.py:379(default_index)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\parser\__init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\excel\_xlrd.py:24(XlrdReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\pytables.py:278(FilterBinOp)
        6    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1467(debug)
        7    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:3552(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\experiment_control_window.py:27(center_window)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\contextlib.py:558(__exit__)
        2    0.000    0.000    0.000    0.000 <frozen os>:688(__delitem__)
       67    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_api\deprecation.py:99(deprecated)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\base.py:296(SingleDataManager)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\patches.py:610(Shadow)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\collections.py:1565(EventCollection)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:2464(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\helpers.py:654(OpAssoc)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py:844(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\filedialog.py:33(FileDialog)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\ImageTk.py:1(<module>)
       21    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_docstring.py:43(update)
        3    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:4949(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:3509(Scale)
       34    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\enum.py:963(_find_data_repr_)
       31    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ipaddress.py:1721(_parse_hextet)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\backends\backend_agg.py:58(RendererAgg)
      257    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\hmac.py:20(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:4633(_generateDefaultName)
       10    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2153(wm_iconname)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\nanops.py:448(maybe_operate_rowwise)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\patches.py:2698(_Base)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\Image.py:188(Quantize)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\_machar.py:1(<module>)
       36    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\core\getlimits.py:16(_fr0)
      266    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\Image.py:175(Dither)
       17    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2798(__hash__)
        6    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_api\deprecation.py:506(suppress_matplotlib_deprecation_warning)
      257    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\datetime.py:2293(timezone)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:1176(_LocIndexer)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\packaging\version.py:67(_BaseVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_pylab_helpers.py:1(<module>)
      136    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\_arrow_string_mixins.py:1(<module>)
       93    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
       27    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_api\deprecation.py:176(finalize)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\ma\core.py:3127(view)
       18    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\base.py:439(register_extension_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\widgets.py:266(SliderBase)
       10    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\enum.py:1365(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\base.py:410(StorageExtensionDtype)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\missing.py:889(_datetimelike_compat)
       60    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:1627(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\series.py:653(name)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\interchange\utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\groupby\ops.py:106(WrappedCythonOp)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arrays\string_.py:249(BaseStringArray)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\tri\_trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\zoneinfo\_common.py:1(<module>)
       10    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\typing.py:1660(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\PIL\ImageMode.py:22(ModeDescriptor)
       76    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\plotting.py:49(<genexpr>)
       14    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\ctypes\__init__.py:144(_check_size)
      132    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\computation\expr.py:195(<genexpr>)
       57    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\typing.py:284(_check_generic)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\nanops.py:383(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexers\objects.py:46(BaseIndexer)
       93    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\_utils\_inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\__init__.py:246(__getattr__)
        7    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\logging\__init__.py:1734(isEnabledFor)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\excel\_openpyxl.py:533(OpenpyxlReader)
       10    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\results.py:337(get)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\patches.py:1513(Ellipse)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:668(Misc)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\tri\_triinterpolate.py:286(CubicTriInterpolator)
       14    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\blocks.py:2346(get_block_type)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\_compression.py:33(DecompressReader)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\managers.py:2194(_stack_arrays)
       13    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\dataclasses.py:401(_tuple_str)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\parser\isoparser.py:22(_takes_ascii)
      171    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\core.py:1734(leave_whitespace)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\astype.py:56(_astype_nansafe)
       19    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\parser\_parser.py:568(parser)
        5    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\cbook.py:849(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_cm_listed.py:2061(<dictcomp>)
       17    0.000    0.000    0.000    0.000 <frozen io>:61(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\parsers\base_parser.py:101(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\util\version\__init__.py:141(_BaseVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\queue.py:34(__init__)
       44    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pyparsing\unicode.py:17(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\dateutil\rrule.py:80(_invalidates_cache)
       28    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
