Tue Mar 26 14:56:33 2024    program.prof

         2897415 function calls (2871004 primitive calls) in 375.989 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.039    0.008 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\serialwin32.py:29(__init__)
        5    0.000    0.000    0.039    0.008 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\serialutil.py:180(__init__)
        5    0.028    0.006    0.039    0.008 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\serialwin32.py:35(open)
      244    0.001    0.000    0.038    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:979(parse)
      597    0.037    0.000    0.037    0.000 {method 'read' of '_io.BufferedReader' objects}
      776    0.010    0.000    0.037    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\array_algos\take.py:121(_take_nd_ndarray)
     2042    0.011    0.000    0.037    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\base.py:3763(get_loc)
      801    0.011    0.000    0.036    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\blocks.py:1127(setitem)
  571/244    0.002    0.000    0.036    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:456(_parse_sub)
      136    0.002    0.000    0.035    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_docstring.py:38(__call__)
  632/252    0.013    0.000    0.035    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:516(_parse)
       29    0.034    0.001    0.035    0.001 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\serial\serialwin32.py:303(write)
        1    0.000    0.000    0.034    0.034 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\core.py:1(<module>)
  126/115    0.000    0.000    0.034    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_docstring.py:79(__call__)
      444    0.005    0.000    0.034    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\textwrap.py:419(dedent)
    70857    0.034    0.000    0.034    0.000 {method 'getint' of '_tkinter.tkapp' objects}
      199    0.002    0.000    0.032    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\base.py:674(_with_infer)
       15    0.000    0.000    0.032    0.002 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\arduino_control.py:105(send_command_to_motor)
       94    0.000    0.000    0.032    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:225(compile)
      705    0.001    0.000    0.031    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3278(signature)
        1    0.000    0.000    0.031    0.031 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\arduino_control.py:132(send_schedule_to_motor)
       30    0.005    0.000    0.030    0.001 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\__init__.py:860(_rc_params_in_file)
      201    0.006    0.000    0.030    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\base.py:478(__new__)
      705    0.001    0.000    0.030    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\inspect.py:3024(from_callable)
        1    0.000    0.000    0.030    0.030 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2364(destroy)
  772/705    0.005    0.000    0.029    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2428(_signature_from_callable)
        1    0.000    0.000    0.028    0.028 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\mpl_toolkits\mplot3d\art3d.py:1(<module>)
      243    0.003    0.000    0.028    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:1139(__getitem__)
      223    0.015    0.000    0.028    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\artist.py:1453(<listcomp>)
        1    0.000    0.000    0.027    0.027 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\style\__init__.py:1(<module>)
        1    0.000    0.000    0.027    0.027 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:1(<module>)
       12    0.000    0.000    0.027    0.002 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\_docstring.py:51(__missing__)
        1    0.000    0.000    0.026    0.026 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\index_tricks.py:1(<module>)
        1    0.000    0.000    0.026    0.026 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\style\core.py:1(<module>)
        1    0.000    0.000    0.026    0.026 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\arduino_control.py:1(<module>)
        1    0.000    0.000    0.026    0.026 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\axes\_axes.py:46(Axes)
        1    0.000    0.000    0.026    0.026 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\main_gui.py:51(set_program_icon)
        1    0.000    0.000    0.026    0.026 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\tkinter\__init__.py:2124(wm_iconbitmap)
     2808    0.011    0.000    0.026    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:2678(check_dict_or_set_indexers)
        1    0.000    0.000    0.025    0.025 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\api\__init__.py:1(<module>)
     1194    0.005    0.000    0.025    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        1    0.000    0.000    0.024    0.024 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexes\api.py:1(<module>)
      199    0.011    0.000    0.024    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\lib\function_base.py:5368(insert)
        1    0.000    0.000    0.024    0.024 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\methods\describe.py:1(<module>)
      927    0.001    0.000    0.024    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        1    0.000    0.000    0.023    0.023 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandastable\headers.py:1(<module>)
      695    0.003    0.000    0.023    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
  598/518    0.001    0.000    0.023    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\typing.py:359(inner)
      848    0.001    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
    24791    0.023    0.000    0.023    0.000 {built-in method _tkinter._flatten}
        2    0.000    0.000    0.022    0.011 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\main_gui.py:385(<lambda>)
        2    0.000    0.000    0.022    0.011 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\experiment_control_window.py:82(show_window)
        1    0.000    0.000    0.022    0.022 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\api.py:1(<module>)
        1    0.000    0.000    0.022    0.022 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\geo.py:1(<module>)
      244    0.001    0.000    0.022    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:573(_code)
        1    0.000    0.000    0.022    0.022 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\matrixlib\__init__.py:1(<module>)
    15014    0.021    0.000    0.021    0.000 {method 'search' of 're.Pattern' objects}
        2    0.000    0.000    0.021    0.011 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\style\core.py:206(read_style_directory)
     1003    0.014    0.000    0.021    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\cast.py:1724(np_can_hold_element)
     3777    0.014    0.000    0.021    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\queue.py:209(_qsize)
   127750    0.021    0.000    0.021    0.000 {method 'startswith' of 'str' objects}
    84311    0.020    0.000    0.021    0.000 {built-in method builtins.getattr}
        7    0.000    0.000    0.021    0.003 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\program_control.py:83(callback)
        7    0.000    0.000    0.021    0.003 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\program_control.py:90(time_to_contact)
        1    0.000    0.000    0.020    0.020 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\matrixlib\defmatrix.py:1(<module>)
      691    0.007    0.000    0.020    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2333(_signature_from_function)
        1    0.000    0.000    0.020    0.020 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\formats\format.py:1(<module>)
        1    0.000    0.000    0.020    0.020 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\linalg\__init__.py:1(<module>)
        1    0.000    0.000    0.020    0.020 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\colorbar.py:1(<module>)
        1    0.000    0.000    0.020    0.020 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\arraylike.py:1(<module>)
      801    0.003    0.000    0.019    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\indexing.py:766(_maybe_mask_setitem_value)
        1    0.000    0.000    0.019    0.019 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\offsetbox.py:1(<module>)
        1    0.000    0.000    0.019    0.019 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\ops\__init__.py:1(<module>)
        1    0.000    0.000    0.019    0.019 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\api\typing\__init__.py:1(<module>)
     6202    0.010    0.000    0.019    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\inspect.py:2686(__init__)
        1    0.000    0.000    0.019    0.019 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\linalg\linalg.py:1(<module>)
        1    0.000    0.000    0.018    0.018 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\io\common.py:1(<module>)
22653/22483    0.018    0.000    0.018    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.018    0.018 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\src\program_control.py:266(start_program)
      779    0.005    0.000    0.018    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\managers.py:1246(_iset_single)
        1    0.000    0.000    0.018    0.018 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\axis.py:1(<module>)
        5    0.000    0.000    0.018    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\platform.py:914(system)
        5    0.000    0.000    0.018    0.004 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\platform.py:825(uname)
      266    0.001    0.000    0.018    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\util\_decorators.py:363(decorator)
     7798    0.007    0.000    0.017    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
      893    0.013    0.000    0.017    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\internals\managers.py:991(iget)
        1    0.000    0.000    0.017    0.017 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\projections\polar.py:1(<module>)
      973    0.001    0.000    0.017    0.000 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\matplotlib\__init__.py:724(__setitem__)
      449    0.017    0.000    0.017    0.000 {built-in method builtins.dir}
        7    0.000    0.000    0.017    0.002 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\importlib\__init__.py:108(import_module)
        7    0.000    0.000    0.017    0.002 <frozen importlib._bootstrap>:1192(_gcd_import)
        1    0.000    0.000    0.017    0.017 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\pandas\core\ops\array_ops.py:1(<module>)
        1    0.000    0.000    0.017    0.017 C:\Users\Chad Samuelsen\Documents\Photologic-Experiment-Rig\Code\Photologic Rig Main Application Code\venv\Lib\site-packages\numpy\random\__init__.py:1(<module>)
 1329/244    0.007    0.000    0.016    0.000 C:\Users\Chad Samuelsen\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:37(_compile)
